label,x,y,plot_type,plot_num
Mainland,0.0,304729.15531203203,path,0
Mainland,20314.709608955473,304729.15531203203,path,0
Mainland,21053.84646626333,304729.15531203203,path,0
Mainland,21819.876314135523,304729.15531203203,path,0
Mainland,22613.777635696453,304729.15531203203,path,0
Mainland,23436.564515511804,304729.15531203203,path,0
Mainland,24289.287934922715,304729.15531203203,path,0
Mainland,25173.037114509807,304729.15531203203,path,0
Mainland,26088.940905401825,304729.15531203203,path,0
Mainland,27038.169231206113,304729.15531203203,path,0
Mainland,28021.93458240274,304729.15531203203,path,0
Mainland,29041.493565111155,304729.15531203203,path,0
Mainland,30098.148506207617,304729.15531203203,path,0
Mainland,31193.24911684378,304729.15531203203,path,0
Mainland,32328.19421649123,304729.15531203203,path,0
Mainland,33504.43351971423,304729.15531203203,path,0
Mainland,34723.46948795295,304729.15531203203,path,0
Mainland,35986.85924868262,304729.15531203203,path,0
Mainland,37296.21658439986,304729.15531203203,path,0
Mainland,38653.21399397709,304729.15531203203,path,0
Mainland,40059.58482901781,169437.75765529874,path,0
Mainland,41517.12550794165,169437.75765529874,path,0
Mainland,43027.697810627586,169437.75765529874,path,0
Mainland,44593.231256545965,169437.75765529874,path,0
Mainland,46215.725569417446,169437.75765529874,path,0
Mainland,47897.2532315467,169437.75765529874,path,0
Mainland,49639.96213109392,169437.75765529874,path,0
Mainland,51446.078305665425,169437.75765529874,path,0
Mainland,53317.90878572802,169437.75765529874,path,0
Mainland,55257.84454147897,169437.75765529874,path,0
Mainland,57268.36353693582,169437.75765529874,path,0
Mainland,59352.0338951473,169437.75765529874,path,0
Mainland,61511.51717856817,169437.75765529874,path,0
Mainland,63749.57178878825,169437.75765529874,path,0
Mainland,66069.05648995841,169437.75765529874,path,0
Mainland,68472.93406041383,169437.75765529874,path,0
Mainland,70964.27507715921,169437.75765529874,path,0
Mainland,73546.26183804988,169437.75765529874,path,0
Mainland,76222.19242667877,169437.75765529874,path,0
Mainland,78995.48492516142,169437.75765529874,path,0
Mainland,81869.68178020061,169437.75765529874,path,0
Mainland,84848.45432800682,169437.75765529874,path,0
Mainland,87935.6074838553,169437.75765529874,path,0
Mainland,91135.08460226908,169437.75765529874,path,0
Mainland,94450.97251403681,169437.75765529874,path,0
Mainland,97887.50674649858,169437.75765529874,path,0
Mainland,101449.07693376885,169437.75765529874,path,0
Mainland,105140.23242380611,169437.75765529874,path,0
Mainland,108965.68808949237,169437.75765529874,path,0
Mainland,112930.33035114451,169437.75765529874,path,0
Mainland,117039.22341815078,169437.75765529874,path,0
Mainland,121297.61575770497,93233.27318088233,path,0
Mainland,125710.94679890099,93233.27318088233,path,0
Mainland,130284.85388075134,93233.27318088233,path,0
Mainland,135025.17945300465,93233.27318088233,path,0
Mainland,139937.97853895993,93233.27318088233,path,0
Mainland,145029.52646981017,93233.27318088233,path,0
Mainland,150306.326900395,93233.27318088233,path,0
Mainland,155775.12011660074,93233.27318088233,path,0
Mainland,161442.8916450198,93233.27318088233,path,0
Mainland,167316.88117586632,93233.27318088233,path,0
Mainland,173404.59181054673,93233.27318088233,path,0
Mainland,179713.79964569572,93233.27318088233,path,0
Mainland,186252.5637059221,93233.27318088233,path,0
Mainland,193029.23623794972,93233.27318088233,path,0
Mainland,200052.47337930457,93233.27318088233,path,0
Mainland,207331.2462151741,93233.27318088233,path,0
Mainland,214874.85223756343,93233.27318088233,path,0
Mainland,222692.92722138437,77319.92704243296,path,0
Mainland,230795.45753264902,77319.92704243296,path,0
Mainland,239192.79288448728,77319.92704243296,path,0
Mainland,247895.65955728447,77319.92704243296,path,0
Mainland,256915.17409982337,77319.92704243296,path,0
Mainland,266262.8575289348,77319.92704243296,path,0
Mainland,275950.650045791,77319.92704243296,path,0
Mainland,285990.9262876425,77319.92704243296,path,0
Mainland,296396.511134478,77319.92704243296,path,0
Mainland,307180.6960908001,77319.92704243296,path,0
Mainland,318357.25626343983,77319.92704243296,path,0
Mainland,329940.4679570975,77319.92704243296,path,0
Mainland,341945.12691008515,59705.02398090032,path,0
Mainland,354386.5671935651,59705.02398090032,path,0
Mainland,367280.6807984232,59705.02398090032,path,0
Mainland,380643.93793479697,59705.02398090032,path,0
Mainland,394493.40807019,59705.02398090032,path,0
Mainland,408846.78173304186,59705.02398090032,path,0
Mainland,423722.393109607,53558.690795374416,path,0
Mainland,439139.24346300476,53558.690795374416,path,0
Mainland,455117.02540435747,53558.690795374416,path,0
Mainland,471676.1480470154,53558.690795374416,path,0
Mainland,488837.76307600207,53558.690795374416,path,0
Mainland,506623.7917659773,53558.690795374416,path,0
Mainland,525056.9529822328,43452.14419101806,path,0
Mainland,544160.7922004829,43452.14419101806,path,0
Mainland,563959.711582521,43452.14419101806,path,0
Mainland,584479.0011461576,43452.14419101806,path,0
Mainland,605744.871069258,43452.14419101806,path,0
Mainland,627784.4851691372,43452.14419101806,path,0
Mainland,650625.9956000807,43452.14419101806,path,0
Mainland,674298.5788133125,43452.14419101806,path,0
Mainland,698832.4728253396,45381.24957210958,path,0
